model,throughput,response_length,latency,energy,gpu,task,parameters_count,energy_per_token,dtype,optimization,quantization,cuda-fp16
11,29.6,256,8.64,1916.928,0,0,0.4,0.00208,1,0,3,False
14,32.2,256,7.94,1806.336,0,0,0.22,0.00196,1,0,3,False
15,52.8,256,4.85,1105.9199999999998,0,0,0.081,0.0012,1,0,3,False
16,53.2,256,4.81,1096.7040000000002,0,0,0.058,0.00119,1,0,3,False
13,53.8,256,4.76,1115.1360000000002,0,0,0.101,0.00121,1,0,3,False
164,6.88,256,37.2,8976.384,0,0,10.7,0.00974,1,0,3,False
73,21.7,256,11.8,2792.448,0,0,0.881,0.0030299999999999,1,0,3,False
74,41.8,256,6.13,1410.048,0,0,0.186,0.00153,1,0,3,False
72,13.0,256,19.7,5059.584,0,0,13.0,0.00549,1,0,3,False
155,9.7,256,26.4,6414.336,0,0,7.24,0.00696,1,0,3,False
48,10.3,256,24.9,5879.808,0,0,6.74,0.00638,1,0,3,False
19,13.8,256,18.5,4230.144,0,0,1.3,0.00459,1,0,3,False
165,9.81,256,26.1,6248.448,0,0,7.0,0.00678,1,0,3,False
168,31.2,256,8.21,2138.112,0,0,7.0,0.00232,1,0,3,False
167,31.1,256,8.24,2082.816,0,0,3.0,0.00226,1,0,3,False
127,4.04,256,63.3,17602.559999999998,0,0,65.0,0.0191,1,0,3,False
126,7.17,256,35.7,7861.248,0,0,13.0,0.00853,1,0,3,False
52,8.31,256,30.8,7944.192000000001,0,0,22.0,0.00862,1,0,3,False
75,4.74,256,54.0,14008.32,0,0,13.0,0.0152,1,0,3,False
159,89.5,256,2.86,651.5712,0,0,0.033,0.000707,1,0,3,False
157,47.0,256,5.45,1253.376,0,0,0.001,0.0013599999999999,1,0,3,False
160,46.4,256,5.52,1234.944,0,0,0.003,0.00134,1,0,3,False
158,46.8,256,5.47,1253.376,0,0,0.028,0.0013599999999999,1,0,3,False
161,46.4,256,5.52,1262.592,0,0,0.008,0.00137,1,0,3,False
93,78.5,256,3.26,759.3983999999999,0,0,1.0,0.000824,1,0,3,False
145,12.3,256,20.8,4838.4,0,0,3.0,0.0052499999999999,1,0,3,False
147,10.2,256,25.2,5944.32,0,0,7.0,0.00645,1,0,3,False
146,10.4,256,24.7,5944.32,0,0,7.0,0.00645,1,0,3,False
144,12.1,256,21.1,4884.4800000000005,0,0,3.0,0.0053,1,0,3,False
143,8.03,256,31.9,7842.816,0,0,13.0,0.00851,1,0,3,False
80,10.2,256,25.0,6073.343999999999,0,0,7.0,0.0065899999999999,1,0,3,False
79,8.05,256,31.8,7741.44,0,0,13.0,0.0084,1,0,3,False
119,10.1,256,25.4,6054.911999999999,0,0,7.0,0.0065699999999999,1,0,3,False
88,29.3,256,8.74,1999.872,0,0,0.164,0.00217,1,0,3,False
87,23.9,256,10.7,2515.9680000000003,0,0,1.12,0.00273,1,0,3,False
174,15.6,256,16.4,3999.744,0,0,7.0,0.00434,1,0,3,False
175,15.5,256,16.5,3990.528,0,0,3.0,0.00433,1,0,3,False
176,15.8,256,16.2,4027.392,0,0,7.0,0.00437,1,0,3,False
23,7.98,256,32.1,8045.568,0,0,22.0,0.00873,1,0,3,False
21,6.12,256,41.8,9953.28,0,0,11.0,0.0108,1,0,3,False
17,10.4,256,24.5,5916.6720000000005,0,0,4.0,0.00642,1,0,3,False
18,15.5,256,16.5,3953.664,0,0,4.0,0.0042899999999999,1,0,3,False
177,6.84,256,37.4,8994.815999999999,0,0,10.7,0.00976,1,0,3,False
125,10.4,256,24.5,5879.808,0,0,7.0,0.00638,1,0,3,False
124,4.1,256,62.5,17418.24,0,0,65.0,0.0189,1,0,3,False
123,5.57,256,46.0,12165.12,0,0,30.0,0.0132,1,0,3,False
122,8.0,256,32.0,7787.52,0,0,13.0,0.00845,1,0,3,False
91,15.8,256,16.2,3861.504,0,0,1.3,0.0041899999999999,1,0,3,False
86,10.3,256,24.9,5898.24,0,0,6.0,0.0063999999999999,1,0,3,False
118,10.3,256,24.8,5971.968,0,0,7.0,0.00648,1,0,3,False
110,10.3,256,24.9,6036.4800000000005,0,0,7.0,0.00655,1,0,3,False
108,8.28,256,30.9,7547.903999999999,0,0,13.0,0.00819,1,0,3,False
106,5.94,256,43.1,10414.080000000002,0,0,7.0,0.0113,1,0,3,False
107,5.73,256,44.7,11704.320000000002,0,0,7.0,0.0127,1,0,3,False
42,37.3,256,6.86,2709.504,0,0,6.9,0.00294,2,2,7,False
41,37.0,256,6.91,2700.288,0,0,6.7,0.00293,2,2,7,False
31,53.6,256,4.78,1410.048,0,0,1.4,0.00153,2,2,7,False
24,32.7,256,7.84,2764.8,0,0,6.0,0.003,2,2,7,False
32,24.6,256,10.4,4101.12,0,0,12.0,0.00445,2,2,7,False
30,52.1,256,4.91,1336.3200000000002,0,0,1.3,0.00145,2,2,7,False
33,24.6,256,10.4,4147.200000000001,0,0,12.0,0.0045,2,2,7,False
36,78.5,256,3.26,930.816,0,0,1.0,0.00101,2,2,7,False
26,123.0,256,2.08,501.3504,0,0,0.125,0.000544,2,2,7,False
29,22.3,256,11.5,4506.624,0,0,12.8,0.0048899999999999,2,2,7,False
39,53.1,256,4.82,1133.5680000000002,0,0,0.41,0.00123,2,2,7,False
25,61.7,256,4.15,1179.648,0,0,1.3,0.00128,2,2,7,False
35,108.0,256,2.37,561.2544,0,0,0.16,0.000609,2,2,7,False
40,54.2,256,4.72,1142.784,0,0,0.41,0.00124,2,2,7,False
34,108.0,256,2.37,565.8624,0,0,0.16,0.000614,2,2,7,False
37,41.0,256,6.24,1815.5520000000004,0,0,2.7,0.00197,2,2,7,False
38,40.8,256,6.27,1852.416,0,0,2.8,0.0020099999999999,2,2,7,False
43,206.0,256,1.24,294.91200000000003,0,0,0.07,0.00032,2,2,7,False
27,49.5,256,5.17,1622.016,0,0,2.7,0.00176,2,2,7,False
71,56.5,256,4.53,1225.728,0,0,1.1,0.00133,2,2,7,False
82,54.9,256,4.66,1170.4319999999998,0,0,0.46,0.0012699999999999,2,2,7,False
45,60.0,256,4.27,1437.696,0,0,3.0,0.00156,2,2,7,False
44,59.3,256,4.32,1456.128,0,0,3.0,0.0015799999999999,2,2,7,False
49,95.5,256,2.68,652.4928000000001,0,0,0.248,0.000708,2,2,7,False
50,97.0,256,2.64,650.6496000000001,0,0,0.248,0.000706,2,2,7,False
22,40.4,256,6.34,2552.8320000000003,0,0,7.0,0.00277,2,2,7,False
150,208.0,256,1.23,281.088,0,0,0.031,0.000305,2,2,7,False
149,203.0,256,1.26,285.696,0,0,0.031,0.00031,2,2,7,False
151,206.0,256,1.24,293.9904,0,0,0.031,0.000319,2,2,7,False
148,205.0,256,1.25,282.9312,0,0,0.031,0.000307,2,2,7,False
152,206.0,256,1.24,278.3232,0,0,0.031,0.0003019999999999,2,2,7,False
53,57.3,256,4.47,1198.08,0,0,1.1,0.0013,2,2,7,False
55,57.0,256,4.49,1207.296,0,0,1.1,0.00131,2,2,7,False
54,57.8,256,4.43,1198.08,0,0,1.1,0.0013,2,2,7,False
20,39.8,256,6.44,2562.048,0,0,7.0,0.00278,2,2,7,False
51,35.8,256,7.16,2810.88,0,0,7.67,0.00305,2,2,7,False
156,62.7,256,4.08,995.328,0,0,0.345,0.00108,2,2,7,False
128,140.0,256,1.83,411.9552000000001,0,0,0.136,0.000447,2,2,7,False
67,32.2,256,7.94,3179.52,0,0,8.0,0.00345,2,2,7,False
136,40.2,256,6.37,2543.616,0,0,7.0,0.00276,2,2,7,False
134,23.5,256,10.9,4285.4400000000005,0,0,13.0,0.00465,2,2,7,False
170,92.1,256,2.78,909.6192,0,0,1.0,0.000987,2,2,7,False
180,77.8,256,3.29,1308.672,0,0,3.0,0.00142,2,2,7,False
139,37.2,256,6.89,2755.584,0,0,7.0,0.00299,2,2,7,False
153,35.9,256,7.14,2230.2720000000004,0,0,4.0,0.00242,2,2,7,False
154,36.8,256,6.96,2202.6240000000003,0,0,4.0,0.00239,2,2,7,False
133,26.6,256,9.62,3824.64,0,0,10.0,0.00415,2,2,7,False
84,35.9,256,7.14,2866.176,0,0,7.0,0.00311,2,2,7,False
5,133.0,256,1.93,447.8976,0,0,0.126,0.000486,2,2,7,False
10,34.5,256,7.42,2792.448,0,0,6.7,0.0030299999999999,2,2,7,False
6,13.6,256,18.8,7326.72,0,0,20.0,0.00795,2,2,7,False
9,34.6,256,7.4,2838.528,0,0,6.7,0.00308,2,2,7,False
4,71.9,256,3.56,1078.272,0,0,1.3,0.00117,2,2,7,False
7,71.7,256,3.57,875.52,0,0,0.356,0.00095,2,2,7,False
178,40.3,256,6.35,2515.9680000000003,0,0,7.0,0.00273,2,2,7,False
3,40.3,256,6.35,2423.808,0,0,6.0,0.00263,2,2,7,False
2,40.1,256,6.39,2423.808,0,0,6.0,0.00263,2,2,7,False
163,36.8,256,6.96,2764.8,0,0,7.0,0.003,2,2,7,False
68,23.5,256,10.9,4276.224,0,0,13.0,0.00464,2,2,7,False
64,28.3,256,9.06,3253.248,0,0,6.0,0.00353,2,2,7,False
63,19.7,256,13.0,5151.744,0,0,16.0,0.0055899999999999,2,2,7,False
65,27.9,256,9.19,3234.816,0,0,6.0,0.0035099999999999,2,2,7,False
77,45.9,256,5.58,2082.816,0,0,5.0,0.00226,2,2,7,False
78,13.8,256,18.6,7271.424000000001,0,0,20.0,0.00789,2,2,7,False
162,40.1,256,6.39,2543.616,0,0,7.0,0.00276,2,2,7,False
46,54.4,256,4.71,1308.672,0,0,8.0,0.00142,2,2,7,False
120,120.0,256,2.13,515.1743999999999,0,0,0.124,0.0005589999999999,2,2,7,False
112,53.7,256,4.77,1234.944,0,0,0.4,0.00134,2,2,7,False
111,39.7,256,6.45,2562.048,0,0,7.0,0.00278,2,2,7,False
47,40.4,256,6.33,2469.888,0,0,7.0,0.00268,2,2,7,False
95,157.0,256,1.63,389.8368,0,0,0.111,0.000423,2,2,7,False
96,21.5,256,11.9,4709.376,0,0,13.0,0.00511,2,2,7,False
99,34.5,256,7.41,2783.2319999999995,0,0,6.7,0.0030199999999999,2,2,7,False
97,55.9,256,4.58,1492.992,0,0,2.7,0.00162,2,2,7,False
98,123.0,256,2.08,524.3904,0,0,0.256,0.000569,2,2,7,False
94,72.3,256,3.54,1105.9199999999998,0,0,1.3,0.0012,2,2,7,False
137,40.9,256,6.26,1566.72,0,0,1.3,0.0017,2,2,7,False
138,31.4,256,8.15,2184.192,0,0,2.78,0.00237,2,2,7,False
131,40.4,256,6.34,2525.184,0,0,7.0,0.00274,2,2,7,False
132,40.3,256,6.35,2506.752,0,0,7.0,0.0027199999999999,2,2,7,False
114,202.0,256,1.27,287.5392,0,0,0.031,0.000312,2,2,7,False
173,71.5,256,3.58,1087.4879999999998,0,0,1.0,0.0011799999999999,2,2,7,False
172,31.1,256,8.24,2930.688,0,0,7.0,0.00318,2,2,7,False
117,37.8,256,6.78,2635.7760000000003,0,0,7.5,0.00286,2,2,7,False
116,73.4,256,3.49,930.816,0,0,0.564,0.00101,2,2,7,False
115,36.6,256,6.99,2322.432,0,0,4.5,0.00252,2,2,7,False
100,82.1,256,3.12,682.9056,0,0,0.101,0.000741,2,2,7,False
101,82.6,256,3.1,685.6704,0,0,0.101,0.000744,2,2,7,False
90,44.1,256,5.8,2304.0,0,0,7.0,0.0025,2,2,7,False
89,53.8,256,4.76,1566.72,0,0,3.0,0.0017,2,2,7,False
12,122.0,256,2.1,510.5664,0,0,0.218,0.000554,2,2,7,False
11,83.4,256,3.07,756.6336,0,0,0.4,0.000821,2,2,7,False
14,125.0,256,2.04,517.9392,0,0,0.22,0.000562,2,2,7,False
15,213.0,256,1.2,286.61760000000004,0,0,0.081,0.000311,2,2,7,False
16,205.0,256,1.25,286.61760000000004,0,0,0.058,0.000311,2,2,7,False
13,198.0,256,1.29,305.0496,0,0,0.101,0.0003309999999999,2,2,7,False
164,25.6,256,10.0,4018.176,0,0,10.7,0.00436,2,2,7,False
73,70.3,256,3.64,1013.76,0,0,0.881,0.0011,2,2,7,False
74,135.0,256,1.9,459.8784,0,0,0.186,0.000499,2,2,7,False
72,24.9,256,10.3,4018.176,0,0,13.0,0.00436,2,2,7,False
155,36.0,256,7.12,2810.88,0,0,7.24,0.00305,2,2,7,False
121,33.2,256,7.72,2165.76,0,0,1.61,0.00235,2,2,7,False
48,40.3,256,6.35,2552.8320000000003,0,0,6.74,0.00277,2,2,7,False
19,59.5,256,4.3,1281.024,0,0,1.3,0.00139,2,2,7,False
165,35.6,256,7.19,2820.096,0,0,7.0,0.00306,2,2,7,False
168,41.4,256,6.19,2423.808,0,0,7.0,0.00263,2,2,7,False
167,71.7,256,3.57,1400.832,0,0,3.0,0.00152,2,2,7,False
169,41.9,256,6.11,2433.024,0,0,7.0,0.00264,2,2,7,False
166,45.2,256,5.66,1686.528,0,0,3.0,0.00183,2,2,7,False
126,23.5,256,10.9,4331.52,0,0,13.0,0.0047,2,2,7,False
92,42.2,256,6.07,1585.152,0,0,1.54,0.00172,2,2,7,False
76,16.3,256,15.7,5750.784000000001,0,0,13.0,0.00624,2,2,7,False
159,324.0,256,0.79,195.3792,0,0,0.033,0.000212,2,2,7,False
157,182.0,256,1.41,318.8736,0,0,0.001,0.000346,2,2,7,False
160,184.0,256,1.39,315.1872,0,0,0.003,0.000342,2,2,7,False
158,183.0,256,1.4,342.8352,0,0,0.028,0.000372,2,2,7,False
161,186.0,256,1.38,311.5008,0,0,0.008,0.000338,2,2,7,False
93,262.0,256,0.978,393.5232,0,0,1.0,0.000427,2,2,7,False
145,56.0,256,4.57,1612.8,0,0,3.0,0.00175,2,2,7,False
147,40.3,256,6.35,2506.752,0,0,7.0,0.0027199999999999,2,2,7,False
146,40.3,256,6.36,2552.8320000000003,0,0,7.0,0.00277,2,2,7,False
144,55.7,256,4.6,1612.8,0,0,3.0,0.00175,2,2,7,False
143,23.5,256,10.9,4313.088,0,0,13.0,0.00468,2,2,7,False
80,40.1,256,6.39,2552.8320000000003,0,0,7.0,0.00277,2,2,7,False
79,23.3,256,11.0,4285.4400000000005,0,0,13.0,0.00465,2,2,7,False
59,31.5,256,8.12,2276.352,0,0,3.0,0.00247,2,2,7,False
60,41.4,256,6.19,1428.48,0,0,0.43,0.00155,2,2,7,False
57,80.3,256,3.19,751.104,0,0,0.169,0.000815,2,2,7,False
61,30.0,256,8.53,3068.928,0,0,7.0,0.00333,2,2,7,False
62,22.1,256,11.6,4635.648,0,0,14.0,0.00503,2,2,7,False
56,21.9,256,11.7,4700.160000000001,0,0,14.0,0.0051,2,2,7,False
58,40.4,256,6.34,1741.824,0,0,1.0,0.00189,2,2,7,False
119,39.6,256,6.46,2571.264,0,0,7.0,0.00279,2,2,7,False
88,108.0,256,2.36,533.6064,0,0,0.164,0.000579,2,2,7,False
87,87.4,256,2.93,834.048,0,0,1.12,0.000905,2,2,7,False
70,20.3,256,12.6,5114.88,0,0,13.0,0.00555,2,2,7,False
174,37.0,256,6.91,2709.504,0,0,7.0,0.00294,2,2,7,False
175,41.3,256,6.2,1833.984,0,0,3.0,0.00199,2,2,7,False
176,37.2,256,6.89,2700.288,0,0,7.0,0.00293,2,2,7,False
129,15.2,256,16.8,6653.952,0,0,20.0,0.00722,2,2,7,False
21,23.5,256,10.9,4405.2480000000005,0,0,11.0,0.00478,2,2,7,False
17,28.7,256,8.93,2663.424,0,0,4.0,0.0028899999999999,2,2,7,False
18,40.6,256,6.31,1852.416,0,0,4.0,0.0020099999999999,2,2,7,False
177,25.6,256,10.0,3981.312,0,0,10.7,0.00432,2,2,7,False
125,40.3,256,6.36,2525.184,0,0,7.0,0.00274,2,2,7,False
122,23.5,256,10.9,4257.792,0,0,13.0,0.00462,2,2,7,False
91,63.1,256,4.06,1133.5680000000002,0,0,1.3,0.00123,2,2,7,False
66,117.0,256,2.18,505.0368,0,0,0.137,0.000548,2,2,7,False
86,39.9,256,6.42,2460.672,0,0,6.0,0.0026699999999999,2,2,7,False
85,34.9,256,7.34,2654.208,0,0,6.0,0.0028799999999999,2,2,7,False
118,40.4,256,6.34,2543.616,0,0,7.0,0.00276,2,2,7,False
110,40.3,256,6.35,2552.8320000000003,0,0,7.0,0.00277,2,2,7,False
108,23.5,256,10.9,4331.52,0,0,13.0,0.0047,2,2,7,False
104,10.8,256,23.6,8736.768,0,0,11.0,0.00948,2,2,7,False
105,16.1,256,15.9,5686.272,0,0,7.0,0.00617,2,2,7,False
42,32.8,256,7.8,2064.384,0,0,6.9,0.00224,1,2,4,True
41,33.3,256,7.69,2101.2480000000005,0,0,6.7,0.00228,1,2,4,True
31,43.8,256,5.85,1373.184,0,0,1.4,0.00149,1,2,4,True
24,25.1,256,10.2,2580.48,0,0,6.0,0.0028,1,2,4,True
30,44.7,256,5.73,1336.3200000000002,0,0,1.3,0.00145,1,2,4,True
36,64.0,256,4.0,940.032,0,0,1.0,0.00102,1,2,4,True
26,85.6,256,2.99,672.7679999999999,0,0,0.125,0.00073,1,2,4,True
39,44.5,256,5.75,1299.456,0,0,0.41,0.00141,1,2,4,True
25,43.8,256,5.84,1391.6159999999998,0,0,1.3,0.0015099999999999,1,2,4,True
35,87.7,256,2.92,664.4735999999999,0,0,0.16,0.000721,1,2,4,True
40,44.4,256,5.77,1327.1039999999998,0,0,0.41,0.0014399999999999,1,2,4,True
34,82.6,256,3.1,666.3168000000001,0,0,0.16,0.000723,1,2,4,True
37,33.8,256,7.57,1870.848,0,0,2.7,0.00203,1,2,4,True
38,34.0,256,7.54,1852.416,0,0,2.8,0.0020099999999999,1,2,4,True
43,164.0,256,1.56,345.6,0,0,0.07,0.000375,1,2,4,True
27,32.5,256,7.87,1889.28,0,0,2.7,0.0020499999999999,1,2,4,True
71,36.9,256,6.94,1557.504,0,0,1.1,0.0016899999999999,1,2,4,True
82,35.3,256,7.25,1631.232,0,0,0.46,0.00177,1,2,4,True
45,38.6,256,6.64,1658.88,0,0,3.0,0.0018,1,2,4,True
44,38.3,256,6.69,1668.096,0,0,3.0,0.00181,1,2,4,True
50,66.1,256,3.87,877.3631999999999,0,0,0.248,0.0009519999999999,1,2,4,True
22,28.4,256,9.02,2368.512,0,0,7.0,0.00257,1,2,4,True
150,166.0,256,1.54,340.992,0,0,0.031,0.00037,1,2,4,True
149,163.0,256,1.57,348.3648,0,0,0.031,0.000378,1,2,4,True
151,158.0,256,1.62,340.992,0,0,0.031,0.00037,1,2,4,True
148,166.0,256,1.54,340.07039999999995,0,0,0.031,0.0003689999999999,1,2,4,True
152,165.0,256,1.55,341.9136,0,0,0.031,0.0003709999999999,1,2,4,True
53,38.3,256,6.69,1575.936,0,0,1.1,0.00171,1,2,4,True
55,37.8,256,6.77,1566.72,0,0,1.1,0.0017,1,2,4,True
54,38.7,256,6.61,1529.856,0,0,1.1,0.00166,1,2,4,True
156,51.5,256,4.97,1133.5680000000002,0,0,0.345,0.00123,1,2,4,True
136,28.5,256,8.99,2433.024,0,0,7.0,0.00264,1,2,4,True
134,23.3,256,11.0,3170.304,0,0,13.0,0.00344,1,2,4,True
180,57.3,256,4.47,1179.648,0,0,3.0,0.00128,1,2,4,True
153,29.9,256,8.56,2128.896,0,0,4.0,0.00231,1,2,4,True
154,30.3,256,8.46,2092.032,0,0,4.0,0.00227,1,2,4,True
133,28.0,256,9.14,2525.184,0,0,10.0,0.00274,1,2,4,True
83,51.0,256,5.02,1170.4319999999998,0,0,1.3,0.0012699999999999,1,2,4,True
84,24.2,256,10.6,2893.824,0,0,7.0,0.00314,1,2,4,True
5,108.0,256,2.36,521.6256,0,0,0.126,0.000566,1,2,4,True
4,57.5,256,4.45,1078.272,0,0,1.3,0.00117,1,2,4,True
7,56.5,256,4.53,1032.192,0,0,0.356,0.00112,1,2,4,True
178,27.9,256,9.19,2377.728,0,0,7.0,0.00258,1,2,4,True
3,25.1,256,10.2,2497.536,0,0,6.0,0.0027099999999999,1,2,4,True
2,27.0,256,9.49,2442.24,0,0,6.0,0.00265,1,2,4,True
68,22.5,256,11.4,3262.464,0,0,13.0,0.00354,1,2,4,True
64,23.1,256,11.1,2847.744,0,0,6.0,0.00309,1,2,4,True
65,23.1,256,11.1,2866.176,0,0,6.0,0.00311,1,2,4,True
77,54.2,256,4.72,1281.024,0,0,5.0,0.00139,1,2,4,True
162,28.4,256,9.02,2433.024,0,0,7.0,0.00264,1,2,4,True
120,98.1,256,2.61,581.5296,0,0,0.124,0.0006309999999999,1,2,4,True
112,44.4,256,5.77,1327.1039999999998,0,0,0.4,0.0014399999999999,1,2,4,True
111,28.6,256,8.96,2396.16,0,0,7.0,0.0026,1,2,4,True
47,26.4,256,9.68,2525.184,0,0,7.0,0.00274,1,2,4,True
95,131.0,256,1.95,449.7408,0,0,0.111,0.000488,1,2,4,True
96,33.4,256,7.67,2368.512,0,0,13.0,0.00257,1,2,4,True
99,41.6,256,6.16,1695.744,0,0,6.7,0.00184,1,2,4,True
97,42.7,256,6.0,1511.424,0,0,2.7,0.00164,1,2,4,True
94,57.1,256,4.48,1059.84,0,0,1.3,0.00115,1,2,4,True
131,28.3,256,9.04,2414.592,0,0,7.0,0.00262,1,2,4,True
114,165.0,256,1.55,340.992,0,0,0.031,0.00037,1,2,4,True
173,53.7,256,4.77,1161.216,0,0,1.0,0.00126,1,2,4,True
116,49.5,256,5.17,1207.296,0,0,0.564,0.00131,1,2,4,True
115,25.3,256,10.1,2580.48,0,0,4.5,0.0028,1,2,4,True
89,43.3,256,5.91,1502.208,0,0,3.0,0.00163,1,2,4,True
12,82.6,256,3.1,727.1424,0,0,0.218,0.000789,1,2,4,True
14,81.8,256,3.13,697.6512,0,0,0.22,0.000757,1,2,4,True
15,139.0,256,1.84,411.0336,0,0,0.081,0.000446,1,2,4,True
16,138.0,256,1.85,407.3472,0,0,0.058,0.000442,1,2,4,True
13,130.0,256,1.97,443.2896,0,0,0.101,0.000481,1,2,4,True
73,55.1,256,4.65,1105.9199999999998,0,0,0.881,0.0012,1,2,4,True
74,106.0,256,2.42,569.5487999999999,0,0,0.186,0.000618,1,2,4,True
48,28.6,256,8.95,2276.352,0,0,6.74,0.00247,1,2,4,True
19,38.3,256,6.69,1566.72,0,0,1.3,0.0017,1,2,4,True
167,64.5,256,3.97,1059.84,0,0,3.0,0.00115,1,2,4,True
166,29.7,256,8.62,2082.816,0,0,3.0,0.00226,1,2,4,True
159,227.0,256,1.13,254.3616,0,0,0.033,0.000276,1,2,4,True
160,128.0,256,2.0,441.4464,0,0,0.003,0.000479,1,2,4,True
158,123.0,256,2.08,451.584,0,0,0.028,0.00049,1,2,4,True
161,125.0,256,2.04,450.6624,0,0,0.008,0.000489,1,2,4,True
93,200.0,256,1.28,330.8544,0,0,1.0,0.000359,1,2,4,True
147,28.3,256,9.04,2377.728,0,0,7.0,0.00258,1,2,4,True
146,28.3,256,9.06,2368.512,0,0,7.0,0.00257,1,2,4,True
143,22.7,256,11.3,3216.384,0,0,13.0,0.00349,1,2,4,True
79,23.1,256,11.1,3225.6,0,0,13.0,0.0035,1,2,4,True
119,28.8,256,8.89,2377.728,0,0,7.0,0.00258,1,2,4,True
88,79.0,256,3.24,712.3968,0,0,0.164,0.000773,1,2,4,True
87,67.5,256,3.79,915.1488,0,0,1.12,0.000993,1,2,4,True
174,33.1,256,7.74,2092.032,0,0,7.0,0.00227,1,2,4,True
175,32.9,256,7.77,1880.064,0,0,3.0,0.00204,1,2,4,True
176,32.7,256,7.83,2073.6000000000004,0,0,7.0,0.00225,1,2,4,True
17,22.5,256,11.4,2810.88,0,0,4.0,0.00305,1,2,4,True
18,34.2,256,7.49,1852.416,0,0,4.0,0.0020099999999999,1,2,4,True
125,28.1,256,9.1,2423.808,0,0,7.0,0.00263,1,2,4,True
122,22.9,256,11.2,3207.168,0,0,13.0,0.00348,1,2,4,True
91,43.2,256,5.93,1400.832,0,0,1.3,0.00152,1,2,4,True
66,99.6,256,2.57,579.6864,0,0,0.137,0.000629,1,2,4,True
86,27.1,256,9.46,2433.024,0,0,6.0,0.00264,1,2,4,True
118,28.3,256,9.03,2386.9440000000004,0,0,7.0,0.00259,1,2,4,True
110,29.0,256,8.83,2340.864,0,0,7.0,0.0025399999999999,1,2,4,True
28,24.9,256,10.3,4036.608,0,0,20.0,0.00438,0,2,7,False
42,39.9,256,6.41,1944.576,0,0,6.9,0.00211,0,2,7,False
41,41.5,256,6.17,1935.36,0,0,6.7,0.0021,0,2,7,False
31,53.2,256,4.81,1244.16,0,0,1.4,0.00135,0,2,7,False
24,32.3,256,7.92,2248.704,0,0,6.0,0.00244,0,2,7,False
32,35.5,256,7.21,2589.696,0,0,12.0,0.00281,0,2,7,False
30,54.1,256,4.73,1225.728,0,0,1.3,0.00133,0,2,7,False
33,36.5,256,7.01,2534.4,0,0,12.0,0.00275,0,2,7,False
36,75.5,256,3.39,864.4608,0,0,1.0,0.0009379999999999,0,2,7,False
26,115.0,256,2.22,527.1552,0,0,0.125,0.000572,0,2,7,False
29,32.5,256,7.88,2838.528,0,0,12.8,0.00308,0,2,7,False
39,53.6,256,4.78,1161.216,0,0,0.41,0.00126,0,2,7,False
25,59.7,256,4.29,1161.216,0,0,1.3,0.00126,0,2,7,False
35,106.0,256,2.41,554.8032,0,0,0.16,0.000602,0,2,7,False
40,55.1,256,4.65,1115.1360000000002,0,0,0.41,0.00121,0,2,7,False
34,107.0,256,2.4,599.9616,0,0,0.16,0.000651,0,2,7,False
37,40.4,256,6.34,1668.096,0,0,2.7,0.00181,0,2,7,False
38,40.7,256,6.29,1658.88,0,0,2.8,0.0018,0,2,7,False
43,202.0,256,1.27,292.1472,0,0,0.07,0.000317,0,2,7,False
27,44.4,256,5.76,1566.72,0,0,2.7,0.0017,0,2,7,False
71,53.6,256,4.78,1244.16,0,0,1.1,0.00135,0,2,7,False
82,49.2,256,5.2,1244.16,0,0,0.46,0.00135,0,2,7,False
45,53.9,256,4.75,1299.456,0,0,3.0,0.00141,0,2,7,False
44,54.0,256,4.74,1290.24,0,0,3.0,0.0014,0,2,7,False
49,87.4,256,2.93,679.2192,0,0,0.248,0.000737,0,2,7,False
50,88.0,256,2.91,705.9456,0,0,0.248,0.000766,0,2,7,False
22,44.0,256,5.82,1852.416,0,0,7.0,0.0020099999999999,0,2,7,False
150,205.0,256,1.25,281.088,0,0,0.031,0.000305,0,2,7,False
149,205.0,256,1.25,285.696,0,0,0.031,0.00031,0,2,7,False
151,205.0,256,1.25,284.7744,0,0,0.031,0.000309,0,2,7,False
148,205.0,256,1.25,284.7744,0,0,0.031,0.000309,0,2,7,False
152,203.0,256,1.26,288.4608,0,0,0.031,0.000313,0,2,7,False
53,52.0,256,4.92,1216.512,0,0,1.1,0.00132,0,2,7,False
55,54.8,256,4.67,1216.512,0,0,1.1,0.00132,0,2,7,False
54,51.8,256,4.94,1253.376,0,0,1.1,0.0013599999999999,0,2,7,False
20,38.8,256,6.59,2036.736,0,0,7.0,0.00221,0,2,7,False
51,40.8,256,6.27,1990.656,0,0,7.67,0.00216,0,2,7,False
156,61.1,256,4.19,1004.544,0,0,0.345,0.00109,0,2,7,False
128,127.0,256,2.02,445.1328,0,0,0.136,0.000483,0,2,7,False
67,33.9,256,7.56,2377.728,0,0,8.0,0.00258,0,2,7,False
136,41.4,256,6.18,1944.576,0,0,7.0,0.00211,0,2,7,False
134,33.5,256,7.65,2856.96,0,0,13.0,0.0031,0,2,7,False
170,87.4,256,2.93,823.9104000000001,0,0,1.0,0.000894,0,2,7,False
180,78.5,256,3.26,967.68,0,0,3.0,0.00105,0,2,7,False
139,34.9,256,7.34,2248.704,0,0,7.0,0.00244,0,2,7,False
153,36.2,256,7.08,1889.28,0,0,4.0,0.0020499999999999,0,2,7,False
154,37.3,256,6.86,1852.416,0,0,4.0,0.0020099999999999,0,2,7,False
