model,throughput,response_length,latency,energy,gpu,task,parameters_count,energy_per_token,dtype,optimization,quantization,cuda-fp16
13,177.0,256,1.45,327.168,0,0,0.101,0.000355,1,2,1,False
164,25.1,256,10.2,2727.936,0,0,10.7,0.00296,1,2,1,False
73,66.8,256,3.83,915.1488,0,0,0.881,0.000993,1,2,1,False
74,126.0,256,2.03,473.7023999999999,0,0,0.186,0.0005139999999999,1,2,1,False
72,39.4,256,6.49,2018.304,0,0,13.0,0.00219,1,2,1,False
155,33.3,256,7.68,2018.304,0,0,7.24,0.00219,1,2,1,False
121,31.3,256,8.19,1898.496,0,0,1.61,0.00206,1,2,1,False
48,40.4,256,6.33,1695.744,0,0,6.74,0.00184,1,2,1,False
19,54.9,256,4.66,1133.5680000000002,0,0,1.3,0.00123,1,2,1,False
165,33.3,256,7.68,1981.44,0,0,7.0,0.00215,1,2,1,False
168,74.2,256,3.45,1087.4879999999998,0,0,7.0,0.0011799999999999,1,2,1,False
167,77.6,256,3.3,879.2064000000001,0,0,3.0,0.000954,1,2,1,False
169,41.5,256,6.17,1668.096,0,0,7.0,0.00181,1,2,1,False
126,31.8,256,8.05,2294.784,0,0,13.0,0.00249,1,2,1,False
52,32.2,256,7.96,2709.504,0,0,22.0,0.00294,1,2,1,False
92,36.2,256,7.07,1603.584,0,0,1.54,0.00174,1,2,1,False
159,293.0,256,0.873,200.9088,0,0,0.033,0.0002179999999999,1,2,1,False
160,168.0,256,1.52,339.1488,0,0,0.003,0.000368,1,2,1,False
158,163.0,256,1.57,349.2864,0,0,0.028,0.000379,1,2,1,False
161,168.0,256,1.52,346.5216,0,0,0.008,0.000376,1,2,1,False
93,274.0,256,0.935,265.4208,0,0,1.0,0.000288,1,2,1,False
147,39.7,256,6.45,1649.664,0,0,7.0,0.00179,1,2,1,False
146,41.3,256,6.2,1695.744,0,0,7.0,0.00184,1,2,1,False
143,32.6,256,7.85,2322.432,0,0,13.0,0.00252,1,2,1,False
80,40.9,256,6.26,1714.176,0,0,7.0,0.0018599999999999,1,2,1,False
79,32.6,256,7.85,2294.784,0,0,13.0,0.00249,1,2,1,False
119,38.6,256,6.63,1695.744,0,0,7.0,0.00184,1,2,1,False
88,103.0,256,2.49,567.7056,0,0,0.164,0.000616,1,2,1,False
87,88.0,256,2.91,712.3968,0,0,1.12,0.000773,1,2,1,False
174,39.0,256,6.57,1824.768,0,0,7.0,0.00198,1,2,1,False
175,39.6,256,6.46,1557.504,0,0,3.0,0.0016899999999999,1,2,1,False
176,40.1,256,6.39,1751.04,0,0,7.0,0.0019,1,2,1,False
23,32.1,256,7.97,2654.208,0,0,22.0,0.0028799999999999,1,2,1,False
129,17.8,256,14.4,4193.28,0,0,20.0,0.0045499999999999,1,2,1,False
21,21.3,256,12.0,3115.008,0,0,11.0,0.0033799999999999,1,2,1,False
17,26.7,256,9.6,2276.352,0,0,4.0,0.00247,1,2,1,False
18,40.4,256,6.33,1520.64,0,0,4.0,0.00165,1,2,1,False
177,25.1,256,10.2,2727.936,0,0,10.7,0.00296,1,2,1,False
125,39.9,256,6.41,1714.176,0,0,7.0,0.0018599999999999,1,2,1,False
123,21.7,256,11.8,3999.744,0,0,30.0,0.00434,1,2,1,False
122,32.7,256,7.83,2285.568,0,0,13.0,0.00248,1,2,1,False
91,57.5,256,4.45,1050.6240000000005,0,0,1.3,0.00114,1,2,1,False
66,120.0,256,2.13,495.8208,0,0,0.137,0.000538,1,2,1,False
86,37.3,256,6.87,1787.904,0,0,6.0,0.00194,1,2,1,False
118,41.0,256,6.24,1686.528,0,0,7.0,0.00183,1,2,1,False
110,39.9,256,6.42,1695.744,0,0,7.0,0.00184,1,2,1,False
108,32.9,256,7.79,2285.568,0,0,13.0,0.00248,1,2,1,False
109,24.4,256,10.5,3741.696,0,0,34.0,0.00406,1,2,1,False
28,10.8,256,23.8,6100.992,0,0,20.0,0.00662,1,0,3,False
42,15.6,256,16.4,3999.744,0,0,6.9,0.00434,1,0,3,False
41,15.6,256,16.4,4045.824000000001,0,0,6.7,0.00439,1,0,3,False
31,20.5,256,12.5,2847.744,0,0,1.4,0.00309,1,0,3,False
24,11.7,256,21.9,5225.472,0,0,6.0,0.00567,1,0,3,False
32,13.8,256,18.5,4709.376,0,0,12.0,0.00511,1,0,3,False
30,20.8,256,12.3,2884.608,0,0,1.3,0.00313,1,0,3,False
33,13.8,256,18.6,4718.592000000001,0,0,12.0,0.00512,1,0,3,False
36,30.3,256,8.45,1972.224,0,0,1.0,0.00214,1,0,3,False
26,31.3,256,8.18,1889.28,0,0,0.125,0.0020499999999999,1,0,3,False
29,12.5,256,20.4,5124.096,0,0,12.8,0.00556,1,0,3,False
39,20.3,256,12.6,2893.824,0,0,0.41,0.00314,1,0,3,False
25,16.1,256,15.9,3815.424,0,0,1.3,0.00414,1,0,3,False
35,39.4,256,6.49,1483.776,0,0,0.16,0.00161,1,0,3,False
40,20.3,256,12.6,2921.472,0,0,0.41,0.00317,1,0,3,False
34,40.1,256,6.38,1474.56,0,0,0.16,0.0015999999999999,1,0,3,False
37,15.3,256,16.7,3981.312,0,0,2.7,0.00432,1,0,3,False
38,15.3,256,16.7,4036.608,0,0,2.8,0.00438,1,0,3,False
43,78.5,256,3.26,746.496,0,0,0.07,0.00081,1,0,3,False
27,12.1,256,21.1,5068.799999999999,0,0,2.7,0.0055,1,0,3,False
71,15.1,256,16.9,3870.72,0,0,1.1,0.0042,1,0,3,False
82,13.8,256,18.6,4184.063999999999,0,0,0.46,0.00454,1,0,3,False
45,13.5,256,19.0,4340.736,0,0,3.0,0.00471,1,0,3,False
44,13.6,256,18.8,4322.304,0,0,3.0,0.00469,1,0,3,False
50,25.6,256,10.0,2257.92,0,0,0.248,0.00245,1,0,3,False
22,10.2,256,25.1,5999.616,0,0,7.0,0.00651,1,0,3,False
150,80.0,256,3.2,730.8288,0,0,0.031,0.000793,1,0,3,False
149,79.8,256,3.21,736.3584,0,0,0.031,0.000799,1,0,3,False
151,79.0,256,3.24,745.5744000000001,0,0,0.031,0.000809,1,0,3,False
148,78.8,256,3.25,748.3392,0,0,0.031,0.000812,1,0,3,False
152,78.0,256,3.28,751.104,0,0,0.031,0.000815,1,0,3,False
53,14.8,256,17.3,3898.368,0,0,1.1,0.00423,1,0,3,False
55,15.1,256,17.0,3870.72,0,0,1.1,0.0042,1,0,3,False
54,14.9,256,17.2,3990.528,0,0,1.1,0.00433,1,0,3,False
20,10.2,256,25.1,6054.911999999999,0,0,7.0,0.0065699999999999,1,0,3,False
51,16.0,256,16.0,3972.096000000001,0,0,7.67,0.00431,1,0,3,False
136,10.2,256,25.0,5962.752,0,0,7.0,0.00647,1,0,3,False
134,8.37,256,30.6,7630.848000000001,0,0,13.0,0.00828,1,0,3,False
135,4.0,256,64.0,17694.719999999998,0,0,70.0,0.0192,1,0,3,False
180,20.5,256,12.5,3032.064,0,0,3.0,0.00329,1,0,3,False
139,9.77,256,26.2,6377.472,0,0,7.0,0.00692,1,0,3,False
140,5.41,256,47.3,11704.320000000002,0,0,7.0,0.0127,1,0,3,False
153,13.9,256,18.4,4488.192,0,0,4.0,0.00487,1,0,3,False
154,13.8,256,18.5,4478.976,0,0,4.0,0.00486,1,0,3,False
133,13.8,256,18.5,4644.8640000000005,0,0,10.0,0.00504,1,0,3,False
84,9.85,256,26.0,6359.04,0,0,7.0,0.0069,1,0,3,False
178,10.2,256,25.1,6018.048,0,0,7.0,0.00653,1,0,3,False
1,5.45,256,47.0,12441.6,0,0,34.0,0.0135,1,0,3,False
0,5.39,256,47.5,12349.44,0,0,34.0,0.0134,1,0,3,False
3,10.4,256,24.6,5907.456,0,0,6.0,0.00641,1,0,3,False
2,10.4,256,24.6,5907.456,0,0,6.0,0.00641,1,0,3,False
163,10.0,256,25.6,6276.0960000000005,0,0,7.0,0.00681,1,0,3,False
68,8.28,256,30.9,7759.872,0,0,13.0,0.00842,1,0,3,False
64,12.9,256,19.8,4727.808,0,0,6.0,0.00513,1,0,3,False
63,12.4,256,20.6,5197.824,0,0,16.0,0.00564,1,0,3,False
65,12.9,256,19.9,4792.32,0,0,6.0,0.0052,1,0,3,False
162,9.96,256,25.7,6073.343999999999,0,0,7.0,0.0065899999999999,1,0,3,False
113,3.4,256,75.4,20459.52,0,0,67.0,0.0222,1,0,3,False
112,20.2,256,12.7,2958.336,0,0,0.4,0.00321,1,0,3,False
111,10.4,256,24.5,5898.24,0,0,7.0,0.0063999999999999,1,0,3,False
47,10.4,256,24.5,5852.160000000001,0,0,7.0,0.00635,1,0,3,False
131,10.5,256,24.4,5971.968,0,0,7.0,0.00648,1,0,3,False
130,4.6,256,55.7,14469.12,0,0,7.0,0.0157,1,0,3,False
132,10.3,256,24.8,5916.6720000000005,0,0,7.0,0.00642,1,0,3,False
114,78.0,256,3.28,769.5360000000001,0,0,0.031,0.000835,1,0,3,False
102,5.47,256,46.8,12533.76,0,0,34.0,0.0136,1,0,3,False
103,4.04,256,63.4,16035.839999999998,0,0,26.0,0.0174,1,0,3,False
90,17.4,256,14.7,3714.0480000000007,0,0,7.0,0.00403,1,0,3,False
89,17.5,256,14.6,3612.672,0,0,3.0,0.00392,1,0,3,False
12,32.1,256,7.98,1806.336,0,0,0.218,0.00196,1,0,3,False
