model,throughput,response_length,latency,energy,gpu,task,parameters_count,energy_per_token,dtype,optimization,quantization,cuda-fp16
metaai/Llama-2-7b-chat-hf,31.8151394939556,365.40362659503023,11.316028104293824,2180.2478049026786,A40,instruct,7,0.0016574120949323413,float16,None,None,False
Salesforce/xgen-7b-8k-inst,30.891816462104057,274.67360644728006,8.955940515903757,2099.338151779749,A40,instruct,7,0.0021230634211569705,float16,None,None,False
camel-ai/CAMEL-13B-Combined-Data,21.43101835743948,280.880120886501,13.06444851624632,2699.068023841508,V100,chat-concise,13,0.002669256604445532,float16,None,None,False
lmsys/fastchat-t5-3b-v1.0,17.265044888298704,310.3431833445265,23.454799682692173,1043.990802216248,V100,chat-concise,3,0.000934441162634235,float16,None,None,False
lmsys/vicuna-13B,21.22111373331653,268.2877770315648,12.47487856107636,2412.714352921421,V100,chat-concise,13,0.0024980580136090605,float16,None,None,False
lmsys/vicuna-7B,33.19220689261821,273.57118871726,8.18447234641069,1387.838511417057,V100,chat-concise,7,0.001409178720257272,float16,None,None,False
metaai/llama-7B,23.92946132846408,68.0584284754869,2.2809002959847486,354.6560946944264,V100,chat-concise,7,0.0014475147908395497,float16,None,None,False
project-baize/baize-v2-7B,30.350461249705614,313.3747481531229,10.034955017859746,1647.9252511752854,V100,chat-concise,7,0.0014607335687165366,float16,None,None,False
BAIR/koala-13b,21.42643187215904,253.86501007387508,11.723909422593444,2576.3193623237044,V100,chat-concise,13,0.002818995288495593,float16,None,None,False
RWKV/rwkv-raven-7b,36.40036863259138,202.84654130288783,4.8940369672449,1139.9740564136987,V100,chat-concise,7,0.0015610789224258178,float16,None,None,False
FreedomIntelligence/phoenix-inst-chat-7b,42.26827672649405,233.5211551376763,5.210845160281831,1237.6637434519814,V100,chat-concise,7,0.00147222415069644,float16,None,None,False
Neutralzz/BiLLa-7B-SFT,31.9073779709284,141.02820685023505,4.304014573938894,791.1183122901291,V100,chat-concise,7,0.0015582349918171127,float16,None,None,False
StabilityAI/stablelm-tuned-alpha-7b,27.43376032338956,241.67763599731364,8.396188638064837,1539.8807639355257,V100,chat-concise,7,0.0017698975533404827,float16,None,None,False
metaai/llama-13B,17.16666100714585,85.41638683680323,4.213923745980638,936.364457689723,V100,chat-concise,13,0.0030450976431969125,float16,None,None,False
openaccess-ai-collective/manticore-13b-chat-pyg,21.501265310987147,274.15983881799866,12.659875248785934,2867.592066151776,V100,chat-concise,13,0.002905434126103421,float16,None,None,False
tatsu-lab/alpaca-7B,30.27856487351534,124.94392209536602,3.96404224254347,697.6676591672265,V100,chat-concise,7,0.001551068421263237,float16,None,None,False
BAIR/koala-7b,31.65650075035145,247.8448623237072,7.693811395496254,1251.9351081262555,V100,chat-concise,7,0.0014031348037510996,float16,None,None,False
OpenAssistant/oasst-sft-1-pythia-12b,15.208750214131747,249.4513096037609,15.906977624923046,2461.867333445271,V100,chat-concise,12,0.0027414249223802053,float16,None,None,False
databricks/dolly-v2-12b,14.77422282257357,145.3566151779718,9.38322044956342,1392.614104096707,V100,chat-concise,12,0.0026612978753277803,float16,None,None,False
h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2,31.09362733624043,213.68334452652783,6.7498229851656,1084.1301658831444,V100,chat-concise,7,0.0014093155878299507,float16,None,None,False
nomic-ai/gpt4all-13b-snoozy,21.536649161834035,212.530557421088,9.801092169845262,1977.1679271323053,V100,chat-concise,13,0.002584161636597732,float16,None,None,False
togethercomputer/RedPajama-INCITE-7B-Chat,21.663817805786,273.984553391538,12.047950960830525,1659.1448901947638,V100,chat-concise,7,0.0016821151955637608,float16,None,None,False
Salesforce/xgen-7b-8k-inst,38.01892516162966,274.0402955003358,7.251852527010593,1449.515241101413,V100,chat-concise,7,0.0014692843685379727,float16,None,None,False
BAIR/koala-13b,21.53316026505164,265.5540631296172,12.202378193294791,2299.2539251175217,V100,chat,13,0.002405090844172989,float16,None,None,False
RWKV/rwkv-raven-7b,38.25693186890057,214.354600402955,5.09708168833379,1112.947044996645,V100,chat,7,0.001442245495838916,float16,None,None,False
Neutralzz/BiLLa-7B-SFT,31.761691850702796,160.1222296843519,4.935750165560669,783.9250990597718,V100,chat,7,0.0013599421666205304,float16,None,None,False
StabilityAI/stablelm-tuned-alpha-7b,28.53967935283584,242.85829415715244,8.213054464106607,1349.8225080590985,V100,chat,7,0.0015439073142812002,float16,None,None,False
h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2,30.27581794574868,216.17797179314977,6.902688020302885,1083.431902955002,V100,chat,7,0.0013921552870537481,float16,None,None,False
metaai/llama-13B,17.273409248575422,76.56447280053727,3.783735083427156,772.3963885157816,V100,chat,13,0.0028022729670514925,float16,None,None,False
metaai/llama-7B,26.078374550887077,65.01040967092008,2.106037566082945,335.8834066487579,V100,chat,7,0.0014351693330899935,float16,None,None,False
openaccess-ai-collective/manticore-13b-chat-pyg,21.385993003768775,293.6336467427804,13.589340266513748,2717.395536265952,V100,chat,13,0.0025706593974512493,float16,None,None,False
camel-ai/CAMEL-13B-Combined-Data,21.443262786761142,292.39724647414374,13.597516823282726,3063.6723606447304,V100,chat,13,0.002910492866950942,float16,None,None,False
lmsys/fastchat-t5-3b-v1.0,17.285271119159383,312.98119543317665,24.00358150668783,1150.395621558095,V100,chat,3,0.001021001721459396,float16,None,None,False
lmsys/vicuna-13B,21.71511101442676,278.87676292813967,12.8324168655423,2980.6725436534525,V100,chat,13,0.002968926441794078,float16,None,None,False
project-baize/baize-v2-7B,30.553878516266057,324.9533243787777,10.401131271597675,1837.7422095366,V100,chat,7,0.001570945452148878,float16,None,None,False
tatsu-lab/alpaca-7B,30.30927551611021,130.43619879113498,4.123330798846872,727.2185275352584,V100,chat,7,0.0015486893087174275,float16,None,None,False
BAIR/koala-7b,32.54393862793764,261.6477501678979,7.92655260342141,1308.97298321021,V100,chat,7,0.0013896683851244971,float16,None,None,False
FreedomIntelligence/phoenix-inst-chat-7b,43.255453591642365,241.4593687038281,5.358263290288085,1212.8509496306262,V100,chat,7,0.0013952783997265607,float16,None,None,False
OpenAssistant/oasst-sft-1-pythia-12b,15.360072232285452,256.2988582941571,16.199311907878233,2513.5866148421774,V100,chat,12,0.0027242357175133168,float16,None,None,False
databricks/dolly-v2-12b,14.8711288386801,151.2726662189389,9.739419852054697,1458.1875147750186,V100,chat,12,0.0026776290625516444,float16,None,None,False
lmsys/vicuna-7B,32.13252691172293,283.11618535930154,8.759656009372382,1458.5311544660867,V100,chat,7,0.001431029251800194,float16,None,None,False
nomic-ai/gpt4all-13b-snoozy,21.59345917467568,244.30624580255204,11.242197763509727,2265.4151793149776,V100,chat,13,0.0025757916756771956,float16,None,None,False
togethercomputer/RedPajama-INCITE-7B-Chat,22.218321996015877,278.4751511081263,11.953991510078367,1661.3254805238432,V100,chat,7,0.0016571650946562515,float16,None,None,False
Salesforce/xgen-7b-8k-inst,37.91403759725149,273.3502350570853,7.256534066994451,1327.9763411685672,V100,chat,7,0.0013494860061643366,float16,None,None,False
BAIR/koala-7b,31.870929688850776,191.7407656145064,5.776933217154402,940.6980705171268,V100,instruct-concise,7,0.0013628036727121602,float16,None,None,False
RWKV/rwkv-raven-7b,39.221009432980566,226.7229684351914,5.369737004086241,1264.4471417058417,V100,instruct-concise,7,0.001549182773870182,float16,None,None,False
FreedomIntelligence/phoenix-inst-chat-7b,42.47018642224442,193.91034251175284,4.339222575622636,968.785210208196,V100,instruct-concise,7,0.0013877908694803088,float16,None,None,False
lmsys/fastchat-t5-3b-v1.0,32.731683961001515,280.61417058428475,13.95502727468032,699.2501370047005,V100,instruct-concise,3,0.0006921822542444696,float16,None,None,False
lmsys/vicuna-13B,21.749876946304724,194.7266621893889,8.894261652518159,2004.231935191404,V100,instruct-concise,13,0.002859038853997575,float16,None,None,False
metaai/llama-13B,18.570015239967084,117.85896574882472,5.5800629816924205,1151.47489355272,V100,instruct-concise,13,0.0027138719151806857,float16,None,None,False
metaai/llama-7B,26.579538100451405,104.01846877098724,3.3514236870209317,594.7948838146413,V100,instruct-concise,7,0.001588379477334758,float16,None,None,False
nomic-ai/gpt4all-13b-snoozy,20.983074234487425,124.95735392881129,5.782305658279372,1160.8125960376085,V100,instruct-concise,13,0.0025804639199344765,float16,None,None,False
togethercomputer/RedPajama-INCITE-7B-Chat,22.13375331287594,273.00067159167224,11.777779012989532,1618.0334294828767,V100,instruct-concise,7,0.0016463466107664352,float16,None,None,False
StabilityAI/stablelm-tuned-alpha-7b,29.00482449092475,223.56044325050368,7.41862470058361,1333.2689402283406,V100,instruct-concise,7,0.001656610078294461,float16,None,None,False
camel-ai/CAMEL-13B-Combined-Data,21.460150389563363,188.2263263935527,8.713883080348563,1952.1352001343216,V100,instruct-concise,13,0.002880892318332274,float16,None,None,False
databricks/dolly-v2-12b,14.910884049151369,157.10543989254532,10.048765299306664,1523.7667649429138,V100,instruct-concise,12,0.002694168617630154,float16,None,None,False
lmsys/vicuna-7B,33.00422508114337,218.19845533915375,6.521462410481351,1134.2387068502344,V100,instruct-concise,7,0.0014439438032165695,float16,None,None,False
openaccess-ai-collective/manticore-13b-chat-pyg,21.69738931527289,229.17763599731364,10.522901259287243,2290.821816655476,V100,instruct-concise,13,0.002776620810954124,float16,None,None,False
BAIR/koala-13b,20.97945489282466,168.6877098723976,7.777735522072535,1462.68017528543,V100,instruct-concise,13,0.002408593068207159,float16,None,None,False
Neutralzz/BiLLa-7B-SFT,30.656448666055088,99.96474143720616,3.1034504787446604,493.75409200805854,V100,instruct-concise,7,0.0013720229000225796,float16,None,None,False
OpenAssistant/oasst-sft-1-pythia-12b,15.311911635208784,239.28374748153124,15.189281238389173,2210.647578240437,V100,instruct-concise,12,0.002566278646989389,float16,None,None,False
h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2,30.99540256126542,217.505036937542,6.9492957234086985,1093.5390379449263,V100,instruct-concise,7,0.001396569238811778,float16,None,None,False
project-baize/baize-v2-7B,30.171092209096468,243.02182672934856,7.826149599316017,1279.5043529214238,V100,instruct-concise,7,0.0014624936393360774,float16,None,None,False
tatsu-lab/alpaca-7B,32.01702487024256,119.6296171927468,3.623346220601726,576.9808673606445,V100,instruct-concise,7,0.0013397389953819228,float16,None,None,False
Salesforce/xgen-7b-8k-inst,38.467648583908094,274.2149093351242,7.175161660318009,1445.4932884486211,V100,instruct-concise,7,0.0014642745517795183,float16,None,None,False
camel-ai/CAMEL-13B-Combined-Data,21.698576445650616,246.24983210208197,11.359782962929792,2355.2015053727355,V100,instruct,13,0.0026567434982457563,float16,None,None,False
databricks/dolly-v2-12b,15.057831510732871,159.93451981195437,10.197591386884174,1619.948066823369,V100,instruct,12,0.0028135612915002987,float16,None,None,False
nomic-ai/gpt4all-13b-snoozy,21.81850230944136,220.82639355271996,10.106196799825966,2202.807249832109,V100,instruct,13,0.0027709138064832763,float16,None,None,False
project-baize/baize-v2-7B,32.278702324630125,300.21826729348555,9.151365330046676,1557.4543243787796,V100,instruct,7,0.0014410388985204674,float16,None,None,False
FreedomIntelligence/phoenix-inst-chat-7b,43.15794896524618,220.48556077904635,4.912834925525496,1134.9532484889164,V100,instruct,7,0.0014298659292381298,float16,None,None,False
Neutralzz/BiLLa-7B-SFT,31.576098085051683,146.43485560779047,4.467502261238455,821.7476809939546,V100,instruct,7,0.001558804041381519,float16,None,None,False
OpenAssistant/oasst-sft-1-pythia-12b,15.249688094942522,252.0886501007388,16.127927775413387,2645.1371722632653,V100,instruct,12,0.002914690230341836,float16,None,None,False
h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2,31.9963132875822,228.9153794492948,7.081518725379781,1231.1418035594345,V100,instruct,7,0.0014939312297180768,float16,None,None,False
lmsys/fastchat-t5-3b-v1.0,30.11501180390337,359.1101410342512,18.113400371066604,872.8616652115497,V100,instruct,3,0.0006751732851976169,float16,None,None,False
BAIR/koala-13b,21.686819170677825,255.0466756212223,11.667351228473493,2196.752793149772,V100,instruct,13,0.002392538964571765,float16,None,None,False
StabilityAI/stablelm-tuned-alpha-7b,28.54267912639095,233.76057756883816,7.929687720685966,1381.343463734048,V100,instruct,7,0.0016414509310959747,float16,None,None,False
lmsys/vicuna-13B,21.92047685400391,264.0950302216253,12.061023608554358,2516.2876131632,V100,instruct,13,0.0026466563223384258,float16,None,None,False
openaccess-ai-collective/manticore-13b-chat-pyg,21.703210621473303,274.1773002014775,12.581106571755186,2362.644396574878,V100,instruct,13,0.0023936704813907555,float16,None,None,False
togethercomputer/RedPajama-INCITE-7B-Chat,21.543639351812168,281.8143049026192,12.532223938875198,1700.600847212891,V100,instruct,7,0.0016762425327878118,float16,None,None,False
lmsys/vicuna-7B,31.797633189426183,268.90094022834114,8.36020701868699,1386.7618619879124,V100,instruct,7,0.0014325410242257525,float16,None,None,False
metaai/llama-13B,18.476088005501783,117.27736736064472,5.550619761657461,1274.2525688381445,V100,instruct,13,0.003018136021172864,float16,None,None,False
metaai/llama-7B,23.642990385313613,110.3025520483546,3.7306664026356073,636.4017854264604,V100,instruct,7,0.0016026671228066963,float16,None,None,False
tatsu-lab/alpaca-7B,31.257537640928863,127.87004701141706,3.9853428024686144,671.8288287441229,V100,instruct,7,0.0014594435792999055,float16,None,None,False
BAIR/koala-7b,31.414143726094665,253.60376091336468,7.832867446137829,1181.3637347212878,V100,instruct,7,0.0012939736847602955,float16,None,None,False
RWKV/rwkv-raven-7b,39.9399840394634,246.79650772330425,5.83791405340994,1302.0306672263273,V100,instruct,7,0.001465479348460386,float16,None,None,False
Salesforce/xgen-7b-8k-inst,37.60606003674811,273.058764271323,7.2999356819368035,1329.6854536601766,V100,instruct,7,0.0013526651358245765,float16,None,None,False
